ABCA12,2,103548215,MONUMENTO_KA,A,A
APAF1,5,63150400,MONUMENTO_KA,B,B
ARS-BFGL-BAC-10793,14,29259114,MONUMENTO_KA,B,B
ARS-BFGL-BAC-10975,10,21225382,MONUMENTO_KA,B,B
ARS-BFGL-BAC-11025,10,84516867,MONUMENTO_KA,A,B
ARS-BFGL-BAC-11044,1,12805406,MONUMENTO_KA,A,B
ARS-BFGL-BAC-11193,1,29303546,MONUMENTO_KA,A,A
ARS-BFGL-BAC-11215,12,90704572,MONUMENTO_KA,B,B
ARS-BFGL-BAC-11276,13,2153905,MONUMENTO_KA,B,B
ARS-BFGL-BAC-11655,10,48475000,MONUMENTO_KA,B,B
ARS-BFGL-BAC-11748,11,58442169,MONUMENTO_KA,A,A
ARS-BFGL-BAC-11750,1,19778380,MONUMENTO_KA,A,A
ARS-BFGL-BAC-11783,11,74603943,MONUMENTO_KA,B,B
ARS-BFGL-BAC-1180,14,22226073,MONUMENTO_KA,A,B
ARS-BFGL-BAC-11805,12,14944031,MONUMENTO_KA,B,B
ARS-BFGL-BAC-11867,13,12675181,MONUMENTO_KA,B,B
ARS-BFGL-BAC-11913,13,27911263,MONUMENTO_KA,B,B
ARS-BFGL-BAC-12159,14,22587081,MONUMENTO_KA,A,B
ARS-BFGL-BAC-12579,1,39339779,MONUMENTO_KA,A,B
ARS-BFGL-BAC-12893,10,40521002,MONUMENTO_KA,B,B
ARS-BFGL-BAC-1302,14,27604507,MONUMENTO_KA,B,B
ARS-BFGL-BAC-13568,11,11994246,MONUMENTO_KA,B,B
ARS-BFGL-BAC-13828,13,32531513,MONUMENTO_KA,A,B
ARS-BFGL-BAC-14220,11,13914771,MONUMENTO_KA,B,B
ARS-BFGL-BAC-14233,11,38652048,MONUMENTO_KA,B,B
ARS-BFGL-BAC-14277,11,3803359,MONUMENTO_KA,A,B
ARS-BFGL-BAC-14359,12,66175192,MONUMENTO_KA,B,B
ARS-BFGL-BAC-14364,12,67386075,MONUMENTO_KA,A,B
ARS-BFGL-BAC-14374,12,68249566,MONUMENTO_KA,A,A
ARS-BFGL-BAC-14813,10,57611774,MONUMENTO_KA,A,B
ARS-BFGL-BAC-14827,10,66397795,MONUMENTO_KA,A,B
ARS-BFGL-BAC-14984,1,24735033,MONUMENTO_KA,A,B
ARS-BFGL-BAC-15023,12,31368562,MONUMENTO_KA,B,B
ARS-BFGL-BAC-15046,12,83777475,MONUMENTO_KA,B,B
ARS-BFGL-BAC-1511,14,3765019,MONUMENTO_KA,A,B
ARS-BFGL-BAC-15437,10,67290043,MONUMENTO_KA,B,B
ARS-BFGL-BAC-15562,11,68395814,MONUMENTO_KA,A,A
ARS-BFGL-BAC-15578,1,20192420,MONUMENTO_KA,A,B
ARS-BFGL-BAC-15633,12,32508762,MONUMENTO_KA,A,A
ARS-BFGL-BAC-16144,1,112551212,MONUMENTO_KA,B,B
ARS-BFGL-BAC-16276,12,39801280,MONUMENTO_KA,B,B
ARS-BFGL-BAC-16287,12,43551814,MONUMENTO_KA,A,A
ARS-BFGL-BAC-18266,15,73739991,MONUMENTO_KA,B,B
ARS-BFGL-BAC-18466,14,84505345,MONUMENTO_KA,B,B
ARS-BFGL-BAC-19418,15,54065284,MONUMENTO_KA,A,A
ARS-BFGL-BAC-19445,15,14464613,MONUMENTO_KA,A,A
ARS-BFGL-BAC-19454,16,13695211,MONUMENTO_KA,A,B
ARS-BFGL-BAC-19924,15,48905274,MONUMENTO_KA,B,B
ARS-BFGL-BAC-20016,15,61044897,MONUMENTO_KA,B,B
ARS-BFGL-BAC-20179,14,84114637,MONUMENTO_KA,B,B
ARS-BFGL-BAC-20261,14,10271449,MONUMENTO_KA,B,B
ARS-BFGL-BAC-20590,15,7944599,MONUMENTO_KA,A,A
ARS-BFGL-BAC-20631,16,16270589,MONUMENTO_KA,A,B
ARS-BFGL-BAC-20965,14,6880233,MONUMENTO_KA,A,A
ARS-BFGL-BAC-21453,14,44105320,MONUMENTO_KA,A,A
ARS-BFGL-BAC-2271,16,42386711,MONUMENTO_KA,B,B
ARS-BFGL-BAC-23087,14,70466397,MONUMENTO_KA,B,B
ARS-BFGL-BAC-23417,14,47823469,MONUMENTO_KA,B,B
ARS-BFGL-BAC-2345,18,37653387,MONUMENTO_KA,A,B
ARS-BFGL-BAC-23724,14,75964148,MONUMENTO_KA,A,A
ARS-BFGL-BAC-24005,14,44445182,MONUMENTO_KA,A,A
ARS-BFGL-BAC-2446,20,4267775,MONUMENTO_KA,B,B
ARS-BFGL-BAC-2450,20,46080951,MONUMENTO_KA,A,A
ARS-BFGL-BAC-2599,22,38553083,MONUMENTO_KA,B,B
ARS-BFGL-BAC-26936,14,80753881,MONUMENTO_KA,B,B
ARS-BFGL-BAC-27352,17,7756498,MONUMENTO_KA,B,B
ARS-BFGL-BAC-27364,1,8437530,MONUMENTO_KA,A,B
ARS-BFGL-BAC-28344,23,4359518,MONUMENTO_KA,A,B
ARS-BFGL-BAC-28639,24,23774345,MONUMENTO_KA,A,B
ARS-BFGL-BAC-29477,23,18373342,MONUMENTO_KA,-,-
ARS-BFGL-BAC-29485,23,582242,MONUMENTO_KA,B,B
ARS-BFGL-BAC-29509,23,9829493,MONUMENTO_KA,A,B
ARS-BFGL-BAC-29664,2,30635269,MONUMENTO_KA,A,B
ARS-BFGL-BAC-29669,2,31080979,MONUMENTO_KA,A,A
ARS-BFGL-BAC-29833,24,53850563,MONUMENTO_KA,B,B
ARS-BFGL-BAC-29836,24,54571696,MONUMENTO_KA,A,A
ARS-BFGL-BAC-29860,23,4499584,MONUMENTO_KA,A,A
ARS-BFGL-BAC-30337,21,4558974,MONUMENTO_KA,A,A
ARS-BFGL-BAC-30348,2,22151093,MONUMENTO_KA,B,B
ARS-BFGL-BAC-30703,2,37156818,MONUMENTO_KA,A,A
ARS-BFGL-BAC-30716,24,39629608,MONUMENTO_KA,B,B
ARS-BFGL-BAC-30741,23,22848975,MONUMENTO_KA,A,B
ARS-BFGL-BAC-31586,15,15305071,MONUMENTO_KA,B,B
ARS-BFGL-BAC-31654,18,62250437,MONUMENTO_KA,B,B
ARS-BFGL-BAC-31822,18,37562472,MONUMENTO_KA,B,B
ARS-BFGL-BAC-32111,17,46535046,MONUMENTO_KA,B,B
ARS-BFGL-BAC-32402,2,13277993,MONUMENTO_KA,B,B
ARS-BFGL-BAC-32404,2,13343685,MONUMENTO_KA,A,A
ARS-BFGL-BAC-32712,17,29478332,MONUMENTO_KA,A,A
ARS-BFGL-BAC-32937,19,55871365,MONUMENTO_KA,B,B
ARS-BFGL-BAC-33065,20,527561,MONUMENTO_KA,B,B
ARS-BFGL-BAC-33075,19,2484709,MONUMENTO_KA,B,B
ARS-BFGL-BAC-33077,19,10198335,MONUMENTO_KA,A,A
ARS-BFGL-BAC-33122,1,87424785,MONUMENTO_KA,B,B
ARS-BFGL-BAC-33160,22,33290034,MONUMENTO_KA,B,B
ARS-BFGL-BAC-33692,20,43568636,MONUMENTO_KA,A,B
ARS-BFGL-BAC-34208,1,86351590,MONUMENTO_KA,A,B
ARS-BFGL-BAC-34277,20,1961868,MONUMENTO_KA,B,B
