ABCA12,2,103548215,METEORO_KA,A,A
APAF1,5,63150400,METEORO_KA,B,B
ARS-BFGL-BAC-10793,14,29259114,METEORO_KA,B,B
ARS-BFGL-BAC-10975,10,21225382,METEORO_KA,B,B
ARS-BFGL-BAC-11025,10,84516867,METEORO_KA,A,B
ARS-BFGL-BAC-11044,1,12805406,METEORO_KA,B,B
ARS-BFGL-BAC-11193,1,29303546,METEORO_KA,A,A
ARS-BFGL-BAC-11215,12,90704572,METEORO_KA,B,B
ARS-BFGL-BAC-11276,13,2153905,METEORO_KA,B,B
ARS-BFGL-BAC-11655,10,48475000,METEORO_KA,A,A
ARS-BFGL-BAC-11748,11,58442169,METEORO_KA,A,A
ARS-BFGL-BAC-11750,1,19778380,METEORO_KA,A,A
ARS-BFGL-BAC-11783,11,74603943,METEORO_KA,B,B
ARS-BFGL-BAC-1180,14,22226073,METEORO_KA,B,B
ARS-BFGL-BAC-11805,12,14944031,METEORO_KA,B,B
ARS-BFGL-BAC-11867,13,12675181,METEORO_KA,B,B
ARS-BFGL-BAC-11913,13,27911263,METEORO_KA,B,B
ARS-BFGL-BAC-12159,14,22587081,METEORO_KA,B,B
ARS-BFGL-BAC-12579,1,39339779,METEORO_KA,A,A
ARS-BFGL-BAC-12893,10,40521002,METEORO_KA,B,B
ARS-BFGL-BAC-1302,14,27604507,METEORO_KA,B,B
ARS-BFGL-BAC-13568,11,11994246,METEORO_KA,A,A
ARS-BFGL-BAC-13828,13,32531513,METEORO_KA,B,B
ARS-BFGL-BAC-14220,11,13914771,METEORO_KA,B,B
ARS-BFGL-BAC-14233,11,38652048,METEORO_KA,B,B
ARS-BFGL-BAC-14277,11,3803359,METEORO_KA,A,B
ARS-BFGL-BAC-14359,12,66175192,METEORO_KA,A,A
ARS-BFGL-BAC-14364,12,67386075,METEORO_KA,B,B
ARS-BFGL-BAC-14374,12,68249566,METEORO_KA,B,B
ARS-BFGL-BAC-14813,10,57611774,METEORO_KA,B,B
ARS-BFGL-BAC-14827,10,66397795,METEORO_KA,A,A
ARS-BFGL-BAC-14984,1,24735033,METEORO_KA,A,B
ARS-BFGL-BAC-15023,12,31368562,METEORO_KA,B,B
ARS-BFGL-BAC-15046,12,83777475,METEORO_KA,B,B
ARS-BFGL-BAC-1511,14,3765019,METEORO_KA,A,B
ARS-BFGL-BAC-15437,10,67290043,METEORO_KA,B,B
ARS-BFGL-BAC-15562,11,68395814,METEORO_KA,A,A
ARS-BFGL-BAC-15578,1,20192420,METEORO_KA,A,B
ARS-BFGL-BAC-15633,12,32508762,METEORO_KA,A,A
ARS-BFGL-BAC-16144,1,112551212,METEORO_KA,B,B
ARS-BFGL-BAC-16276,12,39801280,METEORO_KA,B,B
ARS-BFGL-BAC-16287,12,43551814,METEORO_KA,A,A
ARS-BFGL-BAC-18266,15,73739991,METEORO_KA,A,B
ARS-BFGL-BAC-18466,14,84505345,METEORO_KA,B,B
ARS-BFGL-BAC-19418,15,54065284,METEORO_KA,A,B
ARS-BFGL-BAC-19445,15,14464613,METEORO_KA,A,B
ARS-BFGL-BAC-19454,16,13695211,METEORO_KA,A,A
ARS-BFGL-BAC-19924,15,48905274,METEORO_KA,B,B
ARS-BFGL-BAC-20016,15,61044897,METEORO_KA,B,B
ARS-BFGL-BAC-20179,14,84114637,METEORO_KA,B,B
ARS-BFGL-BAC-20261,14,10271449,METEORO_KA,B,B
ARS-BFGL-BAC-20590,15,7944599,METEORO_KA,A,A
ARS-BFGL-BAC-20631,16,16270589,METEORO_KA,A,B
ARS-BFGL-BAC-20965,14,6880233,METEORO_KA,B,B
ARS-BFGL-BAC-21453,14,44105320,METEORO_KA,B,B
ARS-BFGL-BAC-2271,16,42386711,METEORO_KA,B,B
ARS-BFGL-BAC-23087,14,70466397,METEORO_KA,B,B
ARS-BFGL-BAC-23417,14,47823469,METEORO_KA,B,B
ARS-BFGL-BAC-2345,18,37653387,METEORO_KA,A,B
ARS-BFGL-BAC-23724,14,75964148,METEORO_KA,A,A
ARS-BFGL-BAC-24005,14,44445182,METEORO_KA,A,A
ARS-BFGL-BAC-2446,20,4267775,METEORO_KA,B,B
